number_of_features: 2
f1: sensor reading 1
f2: sensor reading 2
				
number_of_classes: 4
c1: Slight-Right-Turn
c2: Sharp-Right-Turn
c3: Move-Forward
c4: Slight-Left-Turn
				
number_of_samples: 5456
f1	f2	class
3.171	0.788	c3
3.156	0.78	c3
3.14	0.773	c3
3.117	0.768	c3
1.001	0.761	c3
3.078	0.754	c3
3.061	0.746	c3
3.037	0.738	c3
3.017	0.731	c3
2.997	0.72	c3
0.908	0.716	c3
2.956	0.709	c3
0.873	0.701	c2
2.916	0.694	c3
2.897	0.701	c3
2.878	0.691	c3
2.86	0.687	c3
2.842	0.675	c3
2.826	0.667	c3
2.81	0.662	c3
2.794	0.658	c3
2.777	0.655	c3
2.761	0.653	c3
2.744	0.647	c3
2.727	0.653	c3
2.709	0.634	c3
2.692	0.628	c3
2.674	0.621	c3
2.657	0.615	c3
2.639	0.627	c3
2.621	0.603	c3
2.604	0.6	c3
2.586	0.59	c3
2.567	0.583	c3
2.549	0.577	c3
2.531	0.574	c3
2.512	0.564	c3
2.493	0.558	c3
2.474	0.551	c3
2.455	0.545	c3
2.437	0.542	c3
2.418	0.532	c3
2.399	0.534	c3
2.381	0.525	c3
2.362	0.513	c3
2.343	0.507	c3
2.324	0.501	c3
2.306	0.496	c3
1.946	0.491	c1
1.931	0.484	c1
2.249	0.484	c1
2.231	0.481	c1
2.213	0.48	c1
2.195	0.486	c1
2.18	0.485	c1
2.164	0.524	c3
1.907	0.556	c3
1.893	0.492	c1
2.12	0.512	c3
2.11	0.491	c1
1.892	0.482	c1
2.084	0.483	c1
1.836	0.49	c1
1.823	0.588	c3
1.814	0.488	c1
2.041	0.602	c3
2.027	0.628	c3
2.018	0.573	c3
2.003	0.607	c3
1.995	0.613	c3
1.98	0.546	c3
1.967	0.523	c3
1.954	0.522	c3
1.941	0.529	c3
1.926	1.455	c4
1.911	1.447	c4
1.894	1.439	c4
1.877	1.432	c4
1.858	1.429	c4
1.841	1.426	c4
1.822	1.424	c4
1.804	1.421	c4
1.786	1.418	c4
1.769	1.415	c4
1.752	1.415	c4
1.734	1.412	c4
1.717	1.41	c4
1.701	1.408	c4
1.686	1.406	c4
1.672	1.405	c4
1.659	1.41	c4
1.653	1.419	c4
1.651	1.414	c4
1.65	1.412	c4
1.649	1.412	c4
1.646	1.415	c4
1.636	1.411	c4
1.629	1.411	c4
1.629	1.411	c4
1.631	1.412	c4
1.627	1.412	c4
1.629	1.411	c4
1.626	1.412	c4
1.628	1.412	c4
1.624	1.412	c4
1.629	1.412	c4
1.604	1.413	c4
1.603	1.413	c4
1.557	1.413	c4
1.556	1.413	c4
1.556	1.413	c4
1.558	1.413	c4
1.558	1.414	c4
1.558	1.413	c4
1.557	1.414	c4
1.556	1.414	c4
1.555	1.418	c4
1.558	1.419	c4
1.554	1.42	c4
1.427	0.72	c3
1.426	0.718	c3
1.423	0.72	c3
1.422	0.724	c3
1.421	0.721	c3
1.417	0.725	c3
1.42	0.725	c3
1.419	0.723	c3
1.421	0.727	c3
1.417	0.725	c3
1.417	0.728	c3
1.543	1.443	c4
1.504	0.726	c3
1.415	0.727	c3
1.413	0.727	c3
1.537	0.729	c3
1.411	0.727	c3
1.417	0.728	c3
1.416	0.729	c3
1.412	0.73	c3
1.411	0.731	c3
1.416	0.731	c3
1.412	0.732	c3
1.411	0.729	c3
1.414	0.73	c3
1.406	0.731	c3
1.407	0.733	c3
1.403	0.737	c3
1.39	0.744	c3
1.38	0.75	c3
1.371	0.756	c3
1.36	0.769	c3
1.35	5	c4
1.34	2.669	c4
1.329	2.657	c4
1.321	2.647	c4
1.311	2.636	c4
1.299	1.327	c4
1.315	1.304	c4
1.304	1.291	c4
1.285	1.281	c4
1.274	1.274	c4
1.28	1.268	c4
1.239	1.258	c4
1.222	1.169	c4
1.211	1.171	c4
1.201	1.174	c4
1.191	1.177	c4
1.181	1.18	c4
1.172	1.18	c4
1.159	1.179	c4
1.15	0.94	c4
1.144	0.947	c4
1.135	0.958	c4
1.126	1.183	c4
1.121	1.184	c4
1.107	1.185	c4
1.096	1.186	c4
1.082	1.189	c4
1.072	1.198	c4
1.061	2.505	c4
1.054	1.007	c4
1.044	1.009	c4
1.033	1.01	c4
1.02	1.015	c4
1.005	1.023	c4
0.993	1.041	c4
0.981	1.029	c4
0.973	1.034	c4
0.957	1.033	c4
0.944	1.003	c4
0.931	1.001	c4
0.918	1.038	c4
0.904	1.039	c4
0.894	1.04	c2
0.881	1.043	c2
0.862	2.575	c2
0.847	2.58	c2
0.833	4.428	c2
0.819	3.743	c2
0.811	5	c2
0.811	1.032	c2
0.818	1.027	c2
0.821	1.027	c2
0.823	1.027	c2
0.823	1.027	c2
0.823	1.023	c2
0.824	1.026	c2
0.824	0.982	c2
0.824	0.978	c2
0.82	0.976	c2
0.82	0.972	c2
0.82	0.97	c2
0.82	0.965	c2
0.82	0.964	c2
0.821	0.965	c2
0.821	0.964	c2
0.822	0.962	c2
0.823	0.963	c2
0.823	0.961	c2
0.823	0.955	c2
0.822	0.95	c2
0.821	0.948	c2
0.821	0.946	c2
0.82	0.944	c2
0.82	0.945	c2
0.82	0.944	c2
0.823	0.949	c2
0.824	0.956	c2
0.823	0.958	c2
0.819	0.933	c2
0.819	0.931	c2
0.818	0.928	c2
0.817	0.927	c2
0.817	0.928	c2
0.82	1.016	c2
0.82	1.013	c2
0.819	1.011	c2
0.818	1.009	c2
0.813	0.923	c2
0.811	0.919	c2
0.811	0.992	c2
0.81	0.864	c2
0.81	0.847	c2
0.818	0.84	c2
1.224	0.837	c3
0.895	0.833	c2
0.809	0.83	c2
0.807	0.827	c2
0.81	0.98	c2
0.81	0.983	c2
0.811	0.84	c2
0.808	0.979	c2
0.811	0.978	c2
0.818	0.844	c2
0.817	0.842	c2
0.824	0.842	c2
0.886	0.813	c2
0.882	0.806	c2
0.882	0.8	c2
1.224	0.798	c3
1.224	0.796	c3
1.225	0.793	c3
1.226	0.791	c3
1.225	0.79	c3
1.224	0.79	c3
1.221	0.789	c3
1.215	0.787	c3
1.206	0.784	c3
1.196	0.78	c3
1.183	0.774	c3
1.169	0.768	c3
1.153	0.762	c3
1.136	0.755	c3
1.118	0.748	c3
1.1	0.741	c3
1.081	0.734	c3
1.063	0.727	c3
1.044	0.719	c3
1.025	0.712	c3
1.006	0.705	c3
0.986	0.697	c3
0.967	0.689	c3
0.947	0.681	c3
0.928	0.674	c3
0.868	0.666	c2
0.852	0.658	c2
0.835	0.65	c2
0.85	0.643	c2
0.808	0.635	c2
0.801	0.625	c2
0.801	0.621	c2
0.795	0.622	c2
0.798	0.624	c2
0.802	0.617	c2
0.804	0.618	c2
0.807	0.618	c2
0.803	0.617	c2
0.804	0.617	c2
0.804	0.612	c2
0.804	0.612	c2
0.804	0.611	c2
0.804	0.61	c2
0.804	0.609	c2
0.804	0.607	c2
0.804	0.605	c2
0.804	0.596	c2
0.804	0.594	c2
0.804	0.589	c2
0.804	0.584	c2
0.805	0.583	c2
0.806	0.581	c2
0.807	0.579	c2
0.808	0.581	c2
0.807	0.58	c2
0.807	0.58	c2
0.807	0.58	c2
0.807	0.58	c2
0.807	0.58	c2
0.807	0.579	c2
0.807	0.582	c2
0.808	0.581	c2
0.808	0.579	c2
0.808	0.574	c2
0.808	0.572	c2
0.808	0.571	c2
0.808	0.569	c2
0.807	0.567	c2
0.808	0.565	c2
0.808	0.563	c2
0.808	0.563	c2
0.808	0.563	c2
0.808	0.563	c2
0.808	0.562	c2
0.807	0.562	c2
0.807	0.564	c2
0.806	0.568	c2
0.805	0.566	c2
0.805	0.567	c2
0.804	0.557	c2
0.803	0.552	c2
0.803	0.55	c2
0.802	0.548	c2
0.802	0.543	c2
0.806	0.545	c2
0.806	0.543	c2
0.804	0.542	c2
0.8	0.592	c2
0.798	0.564	c2
0.796	0.543	c2
0.795	0.539	c2
0.794	0.538	c2
0.793	0.541	c2
0.793	0.61	c2
0.793	0.842	c2
0.795	0.825	c2
0.817	0.703	c2
0.833	0.572	c2
0.794	0.674	c2
0.794	0.569	c2
0.797	0.851	c2
0.8	0.556	c2
0.817	0.57	c2
0.825	0.569	c2
1.696	0.572	c3
1.699	0.574	c3
0.975	0.776	c3
0.968	0.776	c3
1.698	0.775	c3
1.7	0.774	c3
1.696	0.774	c3
1.694	0.771	c3
1.69	0.769	c3
1.683	0.766	c3
0.948	0.766	c3
0.948	0.762	c3
0.931	0.756	c3
0.913	0.752	c3
1.615	0.745	c3
1.598	0.735	c3
1.58	0.729	c3
1.561	0.726	c3
1.544	0.715	c3
0.881	0.708	c2
0.886	0.704	c2
1.484	0.697	c3
1.468	0.686	c3
1.444	0.682	c3
0.881	0.675	c2
0.86	0.665	c2
1.395	0.659	c3
0.867	0.653	c2
1.36	0.647	c3
1.344	0.641	c3
1.335	0.639	c3
1.331	0.64	c3
1.328	0.636	c3
1.327	0.658	c3
1.324	0.636	c3
1.321	0.635	c3
0.886	0.634	c2
1.316	0.633	c3
1.314	0.632	c3
1.316	0.632	c3
1.313	0.637	c3
1.311	0.634	c3
1.311	0.633	c3
1.306	0.65	c3
1.303	0.632	c3
1.3	0.628	c3
1.298	0.627	c3
1.296	0.626	c3
1.295	0.625	c3
1.293	0.625	c3
1.291	0.624	c3
1.286	0.623	c3
1.287	0.622	c3
1.282	0.622	c3
1.278	0.623	c3
1.275	0.625	c3
1.266	0.633	c3
0.846	0.612	c2
0.832	0.608	c2
1.226	0.602	c3
1.207	0.597	c3
1.191	0.591	c3
0.835	0.583	c2
1.158	0.582	c3
1.144	0.578	c3
1.134	0.575	c3
1.121	0.568	c3
1.108	0.564	c3
1.096	0.559	c3
0.781	0.552	c2
0.766	0.547	c2
0.596	0.543	c2
1.04	0.534	c3
0.586	0.529	c2
0.823	0.524	c2
0.802	0.52	c2
0.987	0.516	c3
0.766	0.51	c2
0.762	0.507	c2
0.762	0.506	c2
0.759	0.506	c2
0.759	0.506	c2
0.761	0.505	c2
0.98	0.504	c3
0.983	0.504	c3
0.972	0.503	c3
0.971	0.502	c3
0.97	0.501	c3
0.969	0.501	c3
0.967	0.501	c3
0.966	0.501	c3
0.964	0.501	c3
0.961	0.5	c3
0.951	0.499	c3
0.943	0.498	c3
0.882	0.497	c2
0.865	0.495	c2
0.906	0.494	c1
0.892	0.493	c2
0.876	0.491	c2
0.866	0.489	c2
0.855	0.489	c2
0.844	0.488	c2
0.835	0.487	c2
0.834	0.486	c2
0.835	0.484	c2
0.836	0.483	c2
0.836	0.483	c2
0.836	0.482	c2
0.836	0.482	c2
0.836	0.481	c2
0.839	0.48	c2
0.842	0.479	c2
1.461	0.477	c1
1.111	0.476	c1
1.11	0.474	c1
1.109	0.473	c1
1.104	0.472	c1
1.102	0.472	c1
1.105	0.472	c1
1.105	0.472	c1
1.101	0.472	c1
1.101	0.472	c1
1.103	0.472	c1
1.102	0.472	c1
1.105	0.472	c1
1.098	0.473	c1
1.5	0.473	c1
1.493	0.474	c1
1.486	0.475	c1
1.479	0.476	c1
1.468	0.478	c1
1.46	0.48	c1
1.456	0.481	c1
1.447	0.483	c1
1.436	0.484	c1
1.427	0.486	c1
1.419	0.488	c1
1.412	0.49	c1
1.406	0.492	c1
1.397	0.494	c1
1.389	0.497	c3
1.315	0.499	c3
1.304	0.502	c3
1.299	0.504	c3
1.358	0.508	c3
1.349	0.512	c3
1.339	0.516	c3
1.329	0.521	c3
1.318	0.527	c3
1.306	0.533	c3
1.295	0.539	c3
1.284	0.545	c3
1.266	0.552	c3
1.248	0.559	c3
1.233	0.566	c3
1.212	0.573	c3
1.164	0.58	c3
1.145	0.587	c3
1.123	0.594	c3
1.103	0.601	c3
1.081	0.608	c3
1.061	0.616	c3
1.043	0.623	c3
1.024	0.63	c3
1.005	0.637	c3
0.985	0.645	c3
0.966	0.652	c3
0.947	0.659	c3
0.928	0.664	c3
0.91	0.668	c3
0.893	0.675	c2
0.874	0.683	c2
0.856	0.689	c2
0.837	0.69	c2
0.822	0.691	c2
1.091	0.693	c3
1.088	0.694	c3
1.442	0.697	c3
1.44	0.695	c3
1.445	0.695	c3
1.444	0.696	c3
1.442	0.697	c3
1.439	0.698	c3
1.437	0.699	c3
1.436	0.699	c3
1.435	0.699	c3
1.43	0.7	c3
1.427	0.701	c3
1.422	0.703	c3
1.056	0.706	c3
1.047	0.709	c3
1.041	0.714	c3
1.031	0.72	c3
1.026	0.726	c3
1.018	0.733	c3
1.01	0.74	c3
0.667	0.747	c2
0.645	0.755	c2
0.625	0.763	c2
0.609	0.77	c2
0.593	0.778	c2
0.575	0.785	c2
0.565	0.788	c2
0.554	0.783	c2
0.548	0.776	c2
0.549	0.774	c2
0.553	0.774	c2
0.556	0.771	c2
0.563	0.77	c2
0.569	0.769	c2
0.569	0.769	c2
0.998	0.768	c3
0.995	0.768	c3
0.995	0.767	c3
0.994	0.766	c3
0.996	0.766	c3
0.995	0.766	c3
0.99	0.766	c3
0.985	0.765	c3
0.978	0.764	c3
0.968	0.763	c3
0.956	0.766	c3
0.942	0.765	c3
0.928	0.768	c3
0.913	0.768	c3
0.898	0.771	c2
0.882	0.771	c2
0.865	0.77	c2
0.848	0.764	c2
0.832	0.765	c2
0.816	0.766	c2
0.802	0.767	c2
0.786	0.768	c2
0.781	0.768	c2
0.782	0.769	c2
0.783	0.768	c2
0.785	0.77	c2
0.785	0.768	c2
0.784	0.767	c2
0.784	0.868	c2
0.783	0.87	c2
0.783	0.87	c2
0.782	0.869	c2
0.78	0.771	c2
0.779	0.766	c2
0.778	0.76	c2
0.777	0.754	c2
0.776	0.749	c2
0.776	0.747	c2
0.776	0.746	c2
0.777	0.748	c2
0.777	0.747	c2
0.78	0.747	c2
0.78	0.747	c2
0.779	0.746	c2
0.785	0.391	c2
1.556	0.386	c1
0.828	0.374	c2
0.782	0.372	c2
0.777	0.371	c2
0.776	0.366	c2
0.775	0.364	c2
0.774	0.366	c2
0.776	0.375	c2
0.779	0.746	c2
0.796	0.75	c2
1.807	0.364	c1
1.799	0.354	c1
1.798	0.352	c1
0.944	0.35	c1
1.795	0.35	c1
0.935	0.35	c1
0.942	0.35	c1
1.794	0.35	c1
1.794	0.35	c1
0.938	0.35	c1
0.937	0.35	c1
0.937	0.35	c1
0.943	0.35	c1
0.939	0.35	c1
0.933	0.35	c1
0.936	0.35	c1
0.936	0.35	c1
0.932	0.35	c1
0.935	0.35	c1
0.935	0.35	c1
0.935	0.35	c1
0.935	0.35	c1
0.931	0.35	c1
0.935	0.35	c1
0.931	0.353	c1
0.933	0.353	c1
0.93	0.744	c3
0.923	0.743	c3
0.915	0.743	c3
0.909	0.74	c3
0.902	0.74	c3
0.893	0.733	c2
0.886	0.726	c2
1.717	0.376	c1
1.704	0.371	c1
2.695	0.372	c1
2.682	0.377	c1
2.672	0.396	c1
2.659	0.692	c3
2.647	0.688	c3
2.636	0.684	c3
2.625	0.68	c3
2.616	0.46	c1
2.608	0.674	c3
2.598	0.461	c1
2.586	0.469	c1
2.579	0.662	c3
2.562	0.658	c3
2.552	0.655	c3
2.538	0.651	c3
1.498	0.647	c3
1.48	0.644	c3
1.465	0.511	c3
1.449	0.527	c3
1.429	0.633	c3
1.414	0.626	c3
1.396	0.582	c3
1.378	0.584	c3
1.359	0.613	c3
1.344	0.614	c3
1.325	0.611	c3
1.306	0.607	c3
2.287	0.603	c3
2.266	0.599	c3
2.245	0.595	c3
2.224	0.591	c3
2.204	0.585	c3
2.184	0.582	c3
2.164	0.579	c3
2.145	0.578	c3
2.126	0.575	c3
2.108	0.572	c3
2.089	0.569	c3
2.07	0.566	c3
2.051	0.563	c3
2.032	0.559	c3
2.013	0.556	c3
1.995	0.553	c3
1.976	0.549	c3
1.957	0.546	c3
1.939	0.542	c3
1.92	0.538	c3
1.902	0.534	c3
1.884	0.53	c3
0.592	0.527	c2
0.587	0.523	c2
0.583	0.519	c2
0.576	0.515	c2
0.575	0.511	c2
0.572	0.507	c2
0.568	0.504	c2
0.803	0.5	c2
0.801	0.498	c2
0.802	0.497	c2
0.802	0.497	c2
0.802	0.496	c2
0.802	0.496	c2
0.802	0.496	c2
0.802	0.495	c2
0.802	0.494	c2
0.804	0.493	c2
1.542	0.492	c1
1.542	0.491	c1
1.545	0.49	c1
1.754	0.489	c1
1.754	0.489	c1
1.753	0.489	c1
1.753	0.489	c1
1.754	0.489	c1
1.753	0.489	c1
1.752	0.488	c1
1.749	0.488	c1
1.745	0.487	c1
0.589	0.487	c2
0.59	0.486	c2
0.59	0.486	c2
1.715	0.484	c1
1.706	0.483	c1
1.697	0.482	c1
1.69	0.481	c1
1.684	0.48	c1
1.677	0.48	c1
1.47	0.48	c1
1.663	0.48	c1
1.453	0.481	c1
1.449	0.481	c1
1.435	0.482	c1
1.428	0.483	c1
1.417	0.485	c1
1.415	0.486	c1
1.417	0.488	c1
1.592	0.49	c1
1.581	0.492	c1
1.571	0.494	c1
1.56	0.496	c3
1.55	0.497	c3
1.54	0.499	c3
1.529	0.502	c3
1.518	0.504	c3
1.505	0.507	c3
1.491	0.511	c3
1.476	0.515	c3
1.46	0.52	c3
1.443	0.524	c3
1.426	0.53	c3
1.408	0.535	c3
1.39	0.541	c3
1.372	0.546	c3
1.354	0.553	c3
1.336	0.558	c3
1.318	0.564	c3
1.3	0.57	c3
1.282	0.576	c3
1.264	0.583	c3
1.245	0.589	c3
1.225	0.595	c3
1.206	0.601	c3
1.186	0.608	c3
1.167	0.614	c3
1.147	0.621	c3
1.131	0.627	c3
1.111	0.633	c3
1.091	0.64	c3
1.072	0.646	c3
1.052	0.653	c3
1.03	0.659	c3
1.011	0.663	c3
0.991	0.67	c3
0.972	0.682	c3
0.952	0.686	c3
0.933	0.693	c3
0.914	0.7	c3
0.895	0.707	c2
0.876	0.714	c2
0.857	0.721	c2
0.838	0.728	c2
0.819	0.735	c2
0.801	0.742	c2
0.785	0.747	c2
0.776	0.748	c2
0.777	0.746	c2
0.78	0.744	c2
0.78	0.744	c2
0.78	0.744	c2
0.779	0.744	c2
0.779	0.744	c2
0.779	0.743	c2
0.779	0.743	c2
0.778	0.743	c2
0.778	0.743	c2
0.778	0.743	c2
0.778	0.742	c2
0.778	0.742	c2
0.78	0.741	c2
0.779	0.744	c2
0.774	0.743	c2
0.773	0.748	c2
0.772	0.743	c2
0.771	0.738	c2
0.77	0.737	c2
0.769	0.737	c2
0.768	0.739	c2
0.767	0.739	c2
0.766	0.743	c2
0.766	0.749	c2
0.771	1.151	c2
0.875	0.746	c2
0.818	0.789	c2
0.768	0.784	c2
0.767	0.783	c2
0.767	0.784	c2
0.77	0.81	c2
0.773	0.769	c2
0.786	0.763	c2
0.797	0.756	c2
1.543	0.753	c3
1.544	0.749	c3
0.78	0.746	c2
1.544	0.743	c3
1.543	0.745	c3
1.541	0.741	c3
1.54	0.741	c3
1.539	0.741	c3
1.538	0.74	c3
1.534	0.739	c3
1.527	0.737	c3
1.518	0.733	c3
1.506	0.729	c3
1.492	0.724	c3
1.478	0.718	c3
1.463	0.712	c3
1.446	0.709	c3
1.43	0.702	c3
1.415	0.696	c3
1.397	0.692	c3
1.375	0.686	c3
1.356	0.676	c3
1.337	0.67	c3
1.322	0.667	c3
1.3	0.657	c3
1.281	0.651	c3
1.265	0.644	c3
1.246	0.638	c3
1.226	0.632	c3
1.206	0.625	c3
1.184	0.619	c3
1.164	0.611	c3
1.144	0.604	c3
1.124	0.598	c3
1.108	0.59	c3
1.085	0.584	c3
1.066	0.58	c3
1.048	0.577	c3
1.029	0.567	c3
1.01	0.561	c3
0.755	0.555	c2
0.712	0.551	c2
0.684	0.542	c2
0.669	0.536	c2
0.658	0.529	c2
0.655	0.52	c2
0.886	0.515	c2
0.88	0.506	c2
0.57	0.504	c2
0.568	0.504	c2
0.565	0.505	c2
0.887	0.505	c2
0.886	0.504	c2
0.565	0.503	c2
0.886	0.502	c2
0.889	0.501	c2
0.889	0.501	c2
0.889	0.5	c2
0.888	0.5	c2
0.889	0.499	c2
0.889	0.498	c2
0.889	0.497	c2
0.889	0.495	c2
0.89	0.494	c2
0.89	0.493	c2
0.891	0.491	c2
0.891	0.49	c2
0.888	0.489	c2
0.584	0.486	c2
0.891	0.484	c2
0.893	0.482	c2
0.892	0.48	c2
0.892	0.479	c2
0.893	0.477	c2
0.892	0.475	c2
0.892	0.473	c2
0.892	0.472	c2
0.893	0.47	c2
0.895	0.467	c2
0.887	0.464	c2
0.89	0.461	c2
0.889	0.459	c2
0.888	0.457	c2
0.887	0.455	c2
0.887	0.453	c2
0.886	0.451	c2
0.889	0.45	c2
0.882	0.452	c2
0.887	0.463	c2
0.877	0.451	c2
0.88	0.447	c2
0.879	0.446	c2
0.878	0.446	c2
0.876	0.445	c2
0.876	0.448	c2
0.878	0.475	c2
0.877	0.504	c2
0.879	0.553	c2
0.887	0.453	c2
0.899	0.457	c2
0.877	0.545	c2
0.873	0.539	c2
0.876	1.053	c2
0.882	0.47	c2
0.892	0.469	c2
3.287	0.474	c1
3.284	0.481	c1
3.284	0.858	c3
3.285	0.855	c3
3.285	0.851	c3
3.288	0.851	c3
3.291	0.851	c3
3.285	0.851	c3
3.278	0.848	c3
3.266	0.845	c3
3.256	0.843	c3
3.244	0.835	c3
3.23	0.832	c3
3.215	0.822	c3
3.202	0.817	c3
3.187	0.593	c3
3.163	0.8	c3
3.144	0.792	c3
3.126	0.788	c3
1.022	0.777	c3
3.09	0.769	c3
3.067	0.765	c3
3.051	0.758	c3
3.031	0.75	c3
0.949	0.74	c3
0.929	0.732	c3
0.91	0.728	c3
2.954	0.718	c3
2.935	0.714	c3
2.916	0.723	c3
2.898	0.714	c3
2.88	0.704	c3
2.862	0.697	c3
2.844	0.689	c3
2.826	0.683	c3
2.808	0.675	c3
2.79	0.686	c3
2.771	0.666	c3
2.752	0.663	c3
2.733	0.673	c3
2.714	0.649	c3
2.696	0.643	c3
2.678	0.636	c3
2.659	0.63	c3
2.641	0.622	c3
2.622	0.613	c3
2.601	0.609	c3
2.582	0.599	c3
2.566	0.596	c3
2.547	0.587	c3
2.526	0.58	c3
2.507	0.574	c3
2.488	0.567	c3
2.47	0.561	c3
2.452	0.557	c3
2.434	0.551	c3
2.415	0.543	c3
2.397	0.537	c3
2.378	0.527	c3
2.36	0.523	c3
2.342	0.535	c3
2.323	0.524	c3
2.305	0.506	c3
2.287	0.503	c3
1.923	0.492	c1
1.9	0.487	c1
1.887	0.483	c1
2.211	0.48	c1
2.193	0.478	c1
2.176	0.479	c1
2.159	0.497	c3
2.143	0.486	c1
2.127	0.503	c3
2.112	0.514	c3
2.098	0.492	c1
2.084	0.479	c1
2.071	0.483	c1
1.813	0.63	c3
1.796	0.482	c1
1.789	0.621	c3
1.782	0.625	c3
1.77	0.597	c3
2.001	0.601	c3
1.788	0.605	c3
1.771	0.571	c3
1.964	0.544	c3
1.952	0.579	c3
1.941	0.522	c3
1.927	0.53	c3
1.91	0.516	c3
1.893	1.428	c4
1.876	1.419	c4
1.859	1.413	c4
1.84	1.405	c4
1.82	1.4	c4
1.801	1.398	c4
1.782	1.394	c4
1.763	1.389	c4
1.745	1.386	c4
1.727	1.381	c4
1.633	1.38	c4
1.693	1.384	c4
1.678	1.412	c4
1.663	1.378	c4
1.649	1.372	c4
1.569	1.369	c4
1.559	1.367	c4
1.578	1.364	c4
1.547	1.361	c4
1.555	1.358	c4
1.45	1.362	c4
1.369	2.692	c4
1.358	2.689	c4
1.342	2.686	c4
1.332	0.753	c3
1.347	0.761	c3
1.333	0.772	c3
1.307	0.775	c3
1.3	0.785	c3
1.292	0.856	c3
1.284	0.935	c4
1.276	2.253	c4
1.265	1.319	c4
1.254	1.324	c4
1.245	1.336	c4
1.234	2.293	c4
1.226	0.832	c3
1.211	0.834	c3
1.197	0.839	c3
1.182	0.843	c3
1.163	0.847	c3
1.147	0.854	c3
1.131	0.86	c3
1.115	2.358	c4
1.098	2.365	c4
1.081	2.372	c4
1.064	0.875	c3
1.047	0.883	c3
1.031	0.891	c3
1.014	2.401	c4
0.997	2.407	c4
0.98	0.895	c3
0.966	0.897	c3
0.948	0.903	c4
0.932	0.908	c4
0.915	0.913	c4
0.899	0.916	c2
0.883	0.922	c2
0.867	0.927	c2
0.851	0.932	c2
0.836	0.938	c2
0.822	0.917	c2
0.816	0.903	c2
0.817	0.897	c2
0.817	0.891	c2
0.822	0.89	c2
0.822	0.894	c2
0.822	0.89	c2
0.818	0.89	c2
0.817	0.89	c2
0.816	0.889	c2
0.816	0.888	c2
0.814	0.887	c2
0.814	0.886	c2
0.813	0.885	c2
0.812	0.884	c2
0.815	0.889	c2
0.815	0.978	c2
0.815	0.898	c2
0.813	0.97	c2
0.812	0.881	c2
0.807	0.877	c2
0.806	0.877	c2
0.805	0.901	c2
0.804	0.963	c2
0.803	0.871	c2
0.805	0.954	c2
0.805	0.887	c2
0.807	0.837	c2
0.823	0.834	c2
0.874	0.83	c2
0.806	0.822	c2
0.802	0.819	c2
0.804	0.818	c2
0.807	0.814	c2
0.813	0.826	c2
0.881	0.798	c2
0.892	0.792	c2
0.893	0.788	c2
0.895	0.785	c2
1.265	0.782	c3
1.269	0.779	c3
1.27	0.786	c3
1.27	0.774	c3
1.268	0.769	c3
1.265	0.776	c3
1.259	0.789	c3
1.251	0.776	c3
1.241	0.77	c3
1.229	0.766	c3
1.215	0.754	c3
1.2	0.752	c3
1.076	0.747	c3
1.057	0.741	c3
1.041	0.739	c3
1.025	0.727	c3
1.11	0.725	c3
1.004	0.719	c3
1.071	0.713	c3
1.051	0.71	c3
1.031	0.708	c3
1.012	0.692	c3
0.992	0.689	c3
0.972	0.687	c3
0.95	0.674	c3
0.934	0.671	c3
0.915	0.665	c3
0.893	0.66	c2
0.874	0.654	c2
0.856	0.648	c2
0.837	0.645	c2
0.818	0.632	c2
0.801	0.634	c2
0.786	0.619	c2
0.778	0.608	c2
0.779	0.603	c2
0.782	0.602	c2
0.784	0.602	c2
0.784	0.603	c2
0.784	0.602	c2
0.784	0.602	c2
0.783	0.601	c2
0.783	0.596	c2
0.783	0.595	c2
0.784	0.594	c2
0.784	0.592	c2
0.784	0.59	c2
0.785	0.589	c2
0.786	0.588	c2
0.786	0.587	c2
0.785	0.59	c2
0.784	0.584	c2
0.784	0.578	c2
0.783	0.576	c2
0.783	0.574	c2
0.783	0.572	c2
0.783	0.57	c2
0.782	0.572	c2
0.781	0.577	c2
0.78	0.568	c2
0.779	0.562	c2
0.778	0.557	c2
0.777	0.555	c2
0.776	0.553	c2
0.779	0.555	c2
0.779	0.553	c2
0.773	0.552	c2
0.771	0.564	c2
0.769	0.552	c2
0.767	0.551	c2
0.765	0.551	c2
0.763	0.55	c2
0.762	0.578	c2
0.761	0.588	c2
0.763	0.798	c2
0.766	0.686	c2
0.779	0.586	c2
0.765	0.681	c2
0.761	0.663	c2
0.76	0.775	c2
0.763	0.813	c2
0.766	0.567	c2
0.776	0.572	c2
0.794	0.577	c2
1.65	0.75	c3
1.665	0.743	c3
1.664	0.741	c3
1.664	0.738	c3
0.934	0.736	c3
0.925	0.736	c3
0.917	0.734	c3
0.873	0.731	c2
0.91	0.727	c3
0.892	0.722	c2
0.887	0.716	c2
0.871	0.71	c2
0.856	0.703	c2
1.556	0.697	c3
1.547	0.692	c3
1.536	0.691	c3
1.533	0.687	c3
1.533	0.686	c3
1.531	0.686	c3
1.529	0.685	c3
1.527	0.685	c3
1.524	0.684	c3
1.523	0.683	c3
1.522	0.682	c3
0.904	0.682	c3
0.9	0.68	c2
0.892	0.676	c2
1.492	0.672	c3
1.479	0.668	c3
0.851	0.666	c2
0.844	0.661	c2
1.439	0.657	c3
0.88	0.655	c2
1.415	0.651	c3
1.407	0.643	c3
1.396	0.636	c3
1.385	0.632	c3
1.374	0.629	c3
