number_of_features: 4
f1: sensor reading 1
f2: sensor reading 2
f3: sensor reading 3
f4: sensor reading 4
				
number_of_classes: 4
c1: Slight-Right-Turn
c2: Sharp-Right-Turn
c3: Move-Forward
c4: Slight-Left-Turn
				
number_of_samples: 5456
f1	f2	f3	f4	class
0.795	0.813	1.467	0.767	c2
0.794	0.808	1.47	0.765	c2
0.794	0.808	1.475	0.767	c2
0.797	0.806	1.484	0.762	c2
0.8	0.809	1.494	0.757	c2
0.801	0.792	3	0.755	c2
0.821	0.789	2.926	0.753	c2
1.463	0.783	2.927	0.751	c3
1.461	0.78	2.925	0.75	c3
1.466	0.777	1.521	0.748	c3
1.467	0.775	1.531	0.747	c3
1.466	0.774	1.569	0.748	c3
1.462	0.772	1.523	0.752	c3
1.456	0.771	1.516	0.757	c3
1.448	0.768	1.504	0.766	c3
1.437	0.763	1.494	0.776	c3
1.425	0.757	1.481	0.789	c3
1.411	0.751	1.468	0.803	c3
1.395	0.745	1.453	0.818	c3
1.379	0.738	1.437	0.834	c3
1.362	0.732	1.417	0.85	c3
1.345	0.725	1.413	0.867	c3
1.328	0.717	2.986	0.885	c3
1.309	0.71	2.99	0.903	c3
1.291	0.703	2.991	0.921	c3
1.273	0.696	2.995	0.94	c3
1.257	0.689	2.999	0.958	c3
1.235	0.682	3.009	0.977	c3
1.216	0.675	3.016	0.996	c3
1.196	0.668	3.027	1.015	c3
1.177	0.661	3.034	1.033	c3
1.159	0.654	3.043	1.052	c3
1.14	0.647	3.047	1.07	c3
1.122	0.64	3.06	1.089	c3
1.103	0.633	3.022	1.107	c3
1.085	0.626	1.146	1.125	c3
1.066	0.619	1.131	1.144	c3
1.046	0.612	1.108	1.163	c3
1.027	0.604	1.089	1.182	c3
1.009	0.597	1.074	1.2	c3
0.99	0.59	3.12	1.219	c3
0.971	0.583	1.036	1.237	c3
0.775	0.576	3.133	1.256	c2
0.759	0.569	3.139	1.275	c2
0.712	0.562	0.976	1.293	c2
0.689	0.554	3.141	1.311	c2
0.674	0.547	3.16	1.329	c2
0.656	0.54	0.926	1.346	c2
0.655	0.534	0.914	1.359	c2
0.847	0.533	1.16	1.362	c2
0.85	0.535	3.169	1.359	c2
0.852	0.531	3.177	1.357	c2
0.853	0.531	3.177	1.357	c2
0.853	0.527	3.178	1.357	c2
0.852	0.526	3.175	1.358	c2
0.852	0.525	3.176	1.358	c2
0.584	0.524	3.18	1.358	c2
0.582	0.523	3.172	1.358	c2
0.582	0.522	3.173	1.357	c2
0.852	0.521	3.174	1.357	c2
0.582	0.52	2.564	1.357	c2
0.583	0.52	3.168	1.356	c2
0.85	0.519	2.567	1.355	c2
0.849	0.518	3.166	1.355	c2
0.849	0.517	3.169	1.355	c2
0.85	0.517	3.18	1.355	c2
0.85	0.516	3.182	1.354	c2
0.851	0.515	3.172	1.353	c2
0.851	0.513	3.169	1.352	c2
0.852	0.512	3.17	1.352	c2
0.855	0.51	2.565	1.352	c2
0.857	0.509	2.573	1.352	c2
0.858	0.508	2.561	1.355	c2
0.858	0.507	2.559	1.355	c2
0.602	0.504	2.56	1.355	c2
0.854	0.501	2.561	1.358	c2
0.854	0.498	2.562	1.367	c2
0.854	0.496	2.561	1.361	c2
0.854	0.494	2.566	1.359	c2
0.857	0.492	2.568	1.36	c2
0.858	0.49	1.443	1.362	c2
0.857	0.488	1.44	0.582	c2
0.856	0.486	2.576	1.374	c2
0.855	0.483	1.43	1.405	c2
0.851	0.48	1.417	0.798	c2
0.85	0.477	1.411	0.793	c2
0.852	0.475	1.415	0.546	c2
0.851	0.473	1.413	0.534	c2
0.851	0.471	1.415	0.532	c2
0.851	0.47	1.444	0.523	c2
0.854	0.468	1.441	0.515	c2
0.852	0.467	1.438	0.54	c2
0.847	0.469	1.432	0.505	c2
0.845	0.47	1.42	0.501	c2
0.841	0.466	1.394	0.499	c2
0.839	0.465	1.396	0.489	c2
0.841	0.464	1.393	0.482	c2
0.84	0.463	1.415	0.507	c2
0.839	0.467	1.414	0.491	c2
0.838	0.48	1.422	0.467	c2
5	0.506	1.391	0.464	c3
5	0.575	1.389	0.459	c3
5	0.475	1.386	0.457	c1
5	0.476	1.387	0.458	c1
0.939	0.565	1.387	0.459	c3
5	0.569	1.39	0.46	c3
5	0.569	1.391	0.461	c3
5	0.569	1.391	0.461	c3
5	0.566	1.392	0.462	c3
5	0.483	1.396	0.466	c1
5	0.573	1.401	0.472	c3
5	0.573	1.409	0.48	c3
0.816	0.506	1.414	0.488	c2
0.806	0.516	1.423	0.498	c2
0.794	0.528	1.432	0.509	c2
0.784	0.54	1.443	0.521	c2
0.772	0.552	1.452	0.532	c2
0.764	0.565	1.461	0.541	c2
0.756	0.606	1.469	0.549	c2
0.752	0.772	1.473	0.553	c2
0.753	0.993	1.472	0.55	c2
0.758	0.992	1.471	0.548	c2
0.758	0.595	1.473	0.546	c2
0.758	0.991	1.485	0.546	c2
0.758	0.597	1.483	0.546	c2
0.758	0.594	1.482	0.549	c2
0.761	0.986	1.48	0.565	c2
0.774	0.988	1.477	0.545	c2
0.777	0.762	1.476	0.541	c2
3.163	0.589	1.474	0.54	c3
3.163	0.587	1.472	0.539	c3
3.164	0.589	1.473	0.537	c3
3.163	0.597	1.474	0.537	c3
3.162	0.598	1.475	0.538	c3
3.158	0.598	1.476	0.542	c3
3.151	0.604	1.48	0.549	c3
3.142	0.613	1.484	0.557	c3
3.131	0.627	1.49	0.568	c3
3.118	0.722	1.497	0.581	c3
3.104	0.715	1.505	0.595	c3
3.088	0.708	1.513	0.609	c3
3.072	0.7	1.522	0.625	c3
3.055	0.692	1.529	0.642	c3
3.037	0.684	1.538	0.659	c3
3.019	0.675	1.547	0.678	c3
3	0.667	1.557	0.696	c3
2.982	0.658	1.566	0.714	c3
2.964	0.649	1.575	0.732	c3
2.945	0.641	1.584	0.75	c3
2.928	0.632	1.594	0.767	c3
2.91	0.624	1.602	0.785	c3
0.808	0.616	1.612	0.803	c2
0.789	0.609	1.62	0.821	c2
0.758	0.601	1.629	0.838	c2
0.759	0.593	1.638	0.856	c2
0.747	0.586	1.646	0.873	c2
2.801	0.621	1.654	0.888	c3
2.786	0.611	1.661	0.903	c3
2.776	0.605	1.667	0.915	c3
2.769	0.603	1.672	0.923	c3
2.765	0.598	1.674	0.925	c3
2.769	0.599	1.673	0.924	c3
2.766	0.6	1.672	0.925	c3
2.764	0.6	1.672	0.927	c3
2.763	0.599	1.673	0.928	c3
2.761	0.598	1.674	0.929	c3
2.758	0.597	1.675	0.931	c3
2.753	0.595	1.677	0.936	c3
2.745	0.592	1.681	0.944	c3
2.734	0.578	1.689	0.954	c3
2.722	0.583	1.695	0.966	c3
2.708	0.574	1.698	0.979	c3
2.693	0.551	1.705	0.994	c3
2.678	0.551	1.712	1.01	c3
2.661	0.558	1.72	1.026	c3
2.644	0.55	1.728	1.043	c3
2.626	0.546	1.736	1.061	c3
2.608	0.536	1.744	1.078	c3
2.589	0.528	1.753	1.097	c3
2.57	0.521	1.762	1.116	c3
2.55	0.513	1.77	1.135	c3
2.531	0.505	1.779	1.155	c3
2.511	0.498	1.788	1.175	c3
2.491	0.49	1.797	1.194	c1
2.472	0.482	1.807	1.214	c1
2.452	0.474	1.816	1.233	c1
2.433	0.466	1.825	1.255	c1
2.415	0.457	1.834	1.272	c1
2.397	0.45	1.842	1.287	c1
2.38	0.443	1.851	1.304	c1
2.363	0.436	1.859	1.321	c1
2.348	0.43	1.866	1.336	c1
2.333	0.427	1.873	1.35	c1
2.319	0.425	1.88	1.364	c1
2.307	0.437	1.886	1.376	c1
1.793	0.426	1.892	1.387	c1
1.78	0.418	1.897	1.397	c1
1.768	0.426	1.902	1.406	c1
1.757	0.403	1.906	1.415	c1
1.749	0.397	1.911	1.423	c1
1.745	0.394	1.915	1.431	c1
2.243	0.392	1.919	1.438	c1
2.236	0.39	1.924	1.446	c1
2.229	0.388	1.927	1.453	c1
2.222	0.386	1.931	1.46	c1
2.218	0.387	1.935	1.467	c1
2.212	0.388	1.939	1.474	c1
2.205	0.387	1.943	1.481	c1
2.199	0.504	1.948	1.489	c3
2.192	0.432	1.952	1.496	c1
2.185	0.381	1.959	1.503	c1
2.177	0.38	1.963	1.511	c1
2.165	0.376	1.963	1.519	c1
2.156	0.379	1.967	1.527	c1
2.147	0.428	1.97	1.536	c1
2.137	0.42	1.973	1.545	c1
2.127	0.422	1.976	1.554	c1
2.116	0.452	1.979	1.565	c1
2.105	0.426	1.982	1.576	c1
2.094	0.388	1.984	1.586	c1
2.083	0.39	1.986	1.597	c1
2.072	0.427	1.989	1.608	c1
2.062	0.401	1.991	1.618	c1
2.051	1.407	1.993	1.63	c4
2.04	1.401	1.996	1.642	c4
2.028	1.399	1.998	1.654	c4
2.015	1.4	2	1.667	c4
2.002	1.399	2.001	1.68	c4
1.988	1.395	2.002	1.195	c4
1.973	1.391	2.002	1.708	c4
1.958	1.391	2.003	1.722	c4
1.943	1.39	2.003	1.232	c4
1.928	1.387	1.988	1.752	c4
1.912	1.386	2.005	1.767	c4
1.897	1.386	2.006	1.272	c4
1.882	1.382	2.007	1.283	c4
1.867	1.381	2.008	1.812	c4
1.852	1.381	2.009	1.827	c4
1.838	1.381	1.95	1.841	c4
1.824	1.381	1.947	1.856	c4
1.811	1.384	1.937	1.87	c4
1.799	1.383	1.875	1.883	c4
1.787	1.386	1.858	1.895	c4
1.68	1.417	1.832	1.907	c4
1.671	1.384	1.795	1.92	c4
1.745	1.38	1.776	1.933	c4
1.601	1.379	1.783	1.946	c4
1.599	1.38	1.77	1.959	c4
1.605	0.621	1.894	1.972	c3
1.395	0.622	1.715	1.985	c3
1.385	0.629	1.701	2.001	c3
1.369	0.639	1.684	2.022	c3
1.36	0.72	1.672	2.026	c3
1.399	0.744	1.66	2.036	c3
1.408	0.751	1.655	2.051	c3
1.372	0.764	1.636	2.064	c3
1.327	0.889	1.62	2.082	c3
1.317	0.9	1.603	2.097	c3
1.308	0.923	1.59	2.114	c4
1.291	0.937	1.576	2.144	c4
1.277	2.127	1.561	2.192	c4
1.263	2.14	1.547	2.196	c4
1.249	2.153	1.533	2.202	c4
1.235	2.165	1.523	2.193	c4
1.221	2.177	1.511	2.2	c4
1.208	2.191	1.499	2.213	c4
1.195	2.202	1.488	2.228	c4
1.183	2.213	1.481	2.268	c4
1.17	2.222	1.472	2.279	c4
1.158	2.228	1.463	2.287	c4
1.149	2.234	1.451	2.3	c4
1.137	2.243	1.442	3.285	c4
1.128	2.251	1.432	3.306	c4
1.117	2.255	1.424	3.32	c4
1.104	2.263	1.416	3.327	c4
1.091	2.271	1.408	2.357	c4
1.078	2.278	1.401	3.355	c4
1.061	0.785	1.394	3.366	c3
1.045	0.786	1.387	3.383	c3
1.033	0.784	1.381	2.36	c3
1.02	0.755	1.375	2.368	c3
1.008	0.758	1.37	2.39	c3
1.001	0.762	1.369	2.397	c3
0.988	0.762	1.364	2.407	c3
0.974	0.765	1.359	2.449	c3
0.959	0.769	1.353	2.479	c3
0.942	0.769	1.348	2.495	c3
0.921	0.773	1.343	2.474	c3
0.902	0.776	1.338	2.528	c3
0.882	0.78	1.33	2.547	c2
0.863	0.781	1.326	2.566	c2
0.843	0.785	1.322	2.582	c2
0.823	0.789	1.319	2.603	c2
0.803	0.789	1.316	2.623	c2
0.785	0.792	1.313	2.637	c2
0.773	0.797	1.313	2.653	c2
0.77	0.795	1.318	2.656	c2
0.773	0.794	1.32	2.656	c2
0.776	0.793	1.321	2.654	c2
0.778	0.793	1.321	2.656	c2
0.778	0.793	1.322	2.652	c2
0.777	0.792	1.322	2.65	c2
0.777	0.793	1.322	2.654	c2
0.777	0.792	1.323	2.659	c2
0.778	0.792	1.323	3.632	c2
0.778	0.793	1.324	3.631	c2
0.778	0.792	1.325	3.631	c2
0.78	0.788	1.325	3.63	c2
0.78	0.788	1.326	3.63	c2
0.78	0.787	1.326	3.629	c2
0.78	0.786	1.327	3.625	c2
0.78	0.785	1.324	3.624	c2
0.78	0.784	1.325	3.623	c2
0.782	0.783	1.325	3.623	c2
0.782	0.779	1.326	3.622	c2
0.78	0.778	1.327	3.622	c2
0.777	0.776	1.328	3.618	c2
0.776	0.778	1.33	3.62	c2
0.776	0.776	1.332	3.623	c2
0.775	0.775	1.334	3.633	c2
0.775	0.773	1.336	3.62	c2
0.778	0.776	1.339	3.619	c2
0.778	0.798	1.344	3.621	c2
0.776	0.785	1.347	3.62	c2
0.772	0.777	1.345	3.616	c2
0.771	0.776	1.347	3.615	c2
0.77	0.772	1.348	3.615	c2
0.768	0.768	1.35	3.618	c2
0.767	0.77	1.352	3.625	c2
0.766	0.856	1.355	3.619	c2
0.765	0.82	1.358	3.672	c2
0.768	0.817	1.36	0.773	c2
0.767	0.799	1.369	0.763	c2
0.767	0.791	1.378	0.756	c2
0.827	0.789	1.389	0.754	c2
0.789	0.84	1.378	0.754	c2
0.765	0.791	1.378	0.813	c2
0.765	0.781	1.384	0.745	c2
0.768	0.832	1.387	0.743	c2
0.771	0.768	1.928	0.737	c2
0.781	0.762	1.413	0.736	c2
0.851	0.755	1.419	0.734	c2
0.847	0.753	1.423	0.733	c2
0.87	0.75	1.426	0.732	c2
0.904	0.751	1.413	0.731	c3
0.9	0.748	1.411	0.73	c2
1.38	0.758	1.417	0.73	c3
1.384	0.738	1.448	0.73	c3
1.384	0.734	1.448	0.734	c3
1.384	0.737	1.445	0.73	c3
1.38	0.735	1.44	0.731	c3
1.379	0.741	1.441	0.732	c3
1.381	0.737	1.44	0.733	c3
1.378	0.737	1.438	0.735	c3
1.37	0.735	1.433	0.74	c3
1.365	0.733	1.425	0.752	c3
1.35	0.729	1.414	0.76	c3
1.34	0.723	1.408	0.774	c3
1.326	0.722	1.918	0.792	c3
1.306	0.719	1.909	0.808	c3
1.293	0.713	1.9	0.824	c3
1.275	0.714	1.34	0.842	c3
1.257	0.715	1.321	0.86	c3
1.238	0.707	1.869	0.879	c3
1.22	0.697	1.288	0.897	c3
1.202	0.704	1.27	0.915	c3
1.183	0.692	1.577	0.934	c3
1.163	0.698	1.556	0.953	c3
1.144	0.673	1.56	0.973	c3
1.124	0.67	1.806	0.992	c3
1.104	0.664	1.79	1.012	c3
1.084	0.648	1.149	1.032	c3
0.927	0.649	1.132	1.048	c3
0.899	0.638	1.773	1.07	c2
0.879	0.635	1.764	1.09	c2
0.862	0.629	1.757	1.109	c2
0.845	0.615	1.054	1.128	c2
0.829	0.609	1.035	1.147	c2
0.813	0.602	1.015	1.165	c2
0.8	0.608	1.731	1.18	c2
0.794	0.587	1.726	1.19	c2
0.809	0.58	1.728	1.19	c2
0.922	0.583	1.732	1.188	c3
0.923	0.579	1.733	1.187	c3
0.923	0.58	1.733	1.186	c3
0.923	0.58	1.733	1.187	c3
0.921	0.579	1.732	1.188	c3
0.918	0.578	1.731	1.191	c3
0.914	0.577	1.73	1.196	c3
0.907	0.575	1.724	1.202	c3
0.898	0.573	1.717	1.211	c2
0.887	0.57	1.712	1.223	c2
0.873	0.566	1.71	1.236	c2
0.859	0.563	1.701	1.25	c2
0.845	0.558	1.696	1.263	c2
0.833	0.554	1.698	1.275	c2
0.821	0.551	1.695	1.284	c2
0.811	0.548	1.688	1.297	c2
0.805	0.541	1.687	1.299	c2
0.805	0.537	1.69	1.299	c2
0.807	0.536	1.692	1.297	c2
0.808	0.536	1.693	1.299	c2
0.808	0.536	1.693	1.296	c2
0.808	0.535	1.694	1.296	c2
0.808	0.534	1.694	1.296	c2
0.809	0.533	1.695	1.299	c2
0.809	0.529	0.877	1.298	c2
0.81	0.529	1.701	1.298	c2
0.81	0.528	1.703	1.298	c2
0.811	0.528	1.704	1.298	c2
0.811	0.526	0.883	1.298	c2
0.812	0.528	1.583	1.299	c2
0.812	0.527	1.557	1.303	c2
0.811	0.527	1.695	1.303	c2
0.811	0.525	1.697	5	c2
0.81	0.53	1.698	5	c2
0.809	0.523	1.703	1.309	c2
0.809	0.517	1.711	1.305	c2
0.808	0.512	1.716	1.307	c2
0.808	0.509	1.715	1.312	c2
0.808	0.51	1.726	1.317	c2
0.807	0.509	2.445	5	c2
0.806	0.511	2.04	5	c2
0.805	0.516	2.433	5	c2
0.803	0.514	2.45	5	c2
0.803	0.503	2.455	5	c2
0.802	0.498	2.457	5	c2
0.802	0.492	2.459	4.752	c2
0.802	0.49	2.464	4.764	c2
0.805	0.491	2.491	0.553	c2
0.804	0.49	2.635	0.544	c2
0.798	0.513	2.913	0.539	c2
0.797	0.591	2.986	0.537	c2
0.795	0.515	2.915	0.569	c2
0.794	0.487	2.914	0.557	c2
0.793	0.486	2.916	0.523	c2
0.792	0.486	2.919	0.542	c2
0.791	0.854	2.922	0.562	c2
0.794	0.833	2.925	0.508	c2
0.793	0.822	1.338	0.498	c2
0.831	0.644	1.334	0.492	c2
0.82	0.631	1.332	0.488	c2
0.792	0.625	1.332	0.485	c2
0.792	0.622	4.825	0.488	c2
0.795	0.624	1.343	0.472	c2
0.798	0.502	1.352	0.473	c2
0.801	0.503	1.336	0.474	c2
0.815	0.511	1.334	0.462	c2
0.945	0.513	1.335	0.456	c3
0.944	0.777	1.336	0.451	c3
1.738	0.774	1.335	0.45	c3
1.738	0.772	1.34	0.449	c3
1.737	0.774	1.341	0.45	c3
1.735	0.774	1.341	0.452	c3
1.735	0.774	1.341	0.453	c3
1.733	0.773	1.342	0.454	c3
1.731	0.769	1.343	0.456	c3
1.726	0.767	1.345	0.46	c3
1.719	0.764	1.348	0.467	c3
1.709	0.76	1.351	0.477	c3
1.696	0.757	1.356	0.488	c3
1.682	0.751	1.361	0.502	c3
0.94	0.746	1.366	0.516	c3
0.926	0.74	1.372	0.532	c3
0.908	0.732	1.379	0.549	c3
0.899	0.726	1.386	0.566	c2
0.878	0.718	1.393	0.583	c2
0.866	0.711	1.4	0.601	c2
1.558	0.704	1.409	0.619	c3
0.845	0.697	1.415	0.636	c2
0.832	0.69	1.421	0.652	c2
0.902	0.684	1.427	0.667	c3
0.806	0.682	1.433	0.681	c2
1.483	0.676	1.434	0.693	c3
1.477	0.672	1.44	0.7	c3
1.476	0.672	1.442	0.7	c3
1.476	0.674	1.443	0.7	c3
1.474	0.67	1.44	0.702	c3
1.472	0.67	1.443	0.704	c3
1.47	0.669	1.445	0.706	c3
1.468	0.668	1.445	0.708	c3
0.851	0.67	1.444	0.71	c2
1.465	0.667	1.444	0.711	c3
0.848	0.667	1.448	0.713	c2
1.463	0.672	1.448	0.714	c3
1.462	0.671	1.448	0.714	c3
1.46	0.67	1.449	0.716	c3
1.458	0.665	1.45	0.717	c3
1.457	0.664	1.451	0.718	c3
1.455	0.664	1.451	0.72	c3
1.453	0.663	1.452	0.722	c3
1.452	0.666	1.452	0.724	c3
1.449	0.659	1.45	0.726	c3
0.9	0.661	1.453	0.729	c2
0.898	0.664	1.426	0.731	c2
0.894	0.659	1.456	0.736	c2
1.432	0.653	1.458	0.743	c3
1.425	0.65	1.461	0.749	c3
1.415	0.644	1.467	0.756	c3
1.408	0.641	1.473	0.762	c3
1.4	0.638	1.485	0.769	c3
1.391	0.635	1.476	0.778	c3
1.379	0.631	1.482	0.789	c3
1.366	0.627	1.489	0.802	c3
1.352	0.623	1.506	0.817	c3
1.336	0.619	1.54	0.832	c3
1.322	0.614	1.545	0.85	c3
1.305	0.61	1.55	0.868	c3
1.288	0.605	1.557	0.886	c3
1.27	0.601	1.559	0.905	c3
1.252	0.597	1.567	0.924	c3
1.234	0.593	1.573	0.944	c3
1.215	0.589	1.579	0.963	c3
1.197	0.584	1.581	0.983	c3
1.182	0.579	1.59	1.003	c3
1.164	0.575	1.592	1.023	c3
1.146	0.571	1.601	1.042	c3
1.128	0.566	1.603	1.062	c3
1.111	0.562	1.61	1.082	c3
1.097	0.558	1.616	1.101	c3
1.08	0.554	1.626	1.121	c3
1.066	0.55	3.131	1.14	c3
1.048	0.543	1.642	1.16	c3
1.03	0.539	1.713	1.18	c3
1.009	0.536	1.717	1.2	c3
0.988	0.533	1.705	1.22	c3
0.971	0.53	1.71	1.239	c3
0.954	0.528	1.692	1.258	c3
0.935	0.525	1.683	1.277	c3
0.919	0.523	1.691	1.297	c3
0.899	0.52	1.696	1.316	c2
0.882	0.518	1.704	1.337	c2
0.865	0.515	1.713	1.357	c2
0.848	0.513	1.734	1.377	c2
0.833	0.51	1.74	1.397	c2
0.818	0.507	3.176	1.415	c2
0.806	0.505	1.755	1.43	c2
0.803	0.502	3.179	1.435	c2
0.804	0.501	1.752	1.205	c2
0.806	0.501	1.749	1.196	c2
0.806	0.501	1.749	1.199	c2
0.806	0.501	1.749	1.203	c2
0.805	0.5	1.75	1.432	c2
0.805	0.5	1.75	1.432	c2
0.808	0.499	1.751	1.432	c2
0.809	0.499	1.764	1.435	c2
0.805	0.498	1.975	1.435	c2
0.808	0.497	1.965	1.432	c2
0.814	0.495	1.968	1.19	c2
1.074	0.493	1.962	1.186	c1
1.07	0.49	3.194	1.18	c1
1.069	0.489	3.195	1.172	c1
0.82	0.487	3.197	1.168	c2
1.473	0.485	1.773	1.167	c1
1.472	0.486	1.773	1.168	c1
1.072	0.486	1.773	1.169	c1
1.471	0.486	1.982	1.17	c1
1.471	0.486	1.774	1.17	c1
1.471	0.486	1.774	1.17	c1
1.471	0.486	1.774	1.17	c1
1.47	0.486	1.774	1.17	c1
1.47	0.485	1.771	1.17	c1
1.47	0.485	1.774	1.171	c1
1.468	0.486	1.778	1.172	c1
1.466	0.486	1.775	1.165	c1
1.462	0.486	1.777	1.169	c1
1.458	0.486	1.775	1.182	c1
1.452	0.487	1.777	1.188	c1
1.445	0.488	1.776	1.117	c1
1.437	0.488	1.778	1.127	c1
1.425	0.49	1.78	0.587	c1
1.417	0.491	1.782	0.587	c1
1.412	0.493	1.784	0.581	c1
1.404	0.494	1.789	0.578	c1
1.393	0.496	1.792	0.584	c3
1.385	0.497	1.933	1.044	c3
1.377	0.498	1.843	1.056	c3
1.369	0.5	1.845	1.106	c3
1.363	0.502	1.85	1.12	c3
1.353	0.505	1.848	1.132	c3
1.342	0.509	1.85	1.112	c3
1.33	0.513	1.669	1.332	c3
1.318	0.518	1.678	1.348	c3
1.305	0.523	1.697	1.131	c3
1.293	0.529	1.714	0.937	c3
1.28	0.534	1.732	0.953	c3
1.267	0.54	1.754	0.971	c3
1.252	0.546	1.772	0.979	c3
1.233	0.552	1.79	1.003	c3
1.217	0.558	1.903	1.024	c3
1.199	0.564	1.903	1.055	c3
1.179	0.57	2.04	1.512	c3
1.16	0.576	3.117	1.532	c3
1.141	0.583	3.111	1.551	c3
1.122	0.589	3.106	1.571	c3
1.101	0.595	3.101	1.588	c3
1.085	0.601	3.095	1.611	c3
1.065	0.607	3.09	1.628	c3
1.045	0.613	3.084	1.648	c3
1.026	0.619	3.079	1.671	c3
1.008	0.625	3.074	1.689	c3
0.989	0.63	3.068	1.708	c3
0.971	0.632	3.063	1.727	c3
0.952	0.631	3.058	1.746	c3
0.934	0.634	3.052	1.766	c3
0.879	0.637	3.047	1.785	c2
0.857	0.64	3.041	1.298	c2
0.835	0.644	3.036	1.824	c2
0.816	0.649	3.03	1.844	c2
0.794	0.653	3.025	1.601	c2
0.776	0.661	3.021	1.882	c2
0.762	0.66	3.017	1.274	c2
0.756	0.658	3.018	1.712	c2
0.757	0.652	3.019	0.747	c2
0.76	0.651	3.021	0.745	c2
0.761	0.65	3.018	1.698	c2
0.761	0.65	3.018	1.624	c2
0.76	0.649	3.019	1.702	c2
0.763	0.649	3.019	1.625	c2
0.763	0.648	3.02	1.624	c2
0.767	0.648	2.32	0.739	c2
0.77	0.647	2.324	0.738	c2
1.461	0.646	2.321	0.736	c3
1.461	0.646	2.267	0.738	c3
1.462	0.644	2.268	0.742	c3
1.036	0.644	2.152	0.739	c3
1.035	0.644	2.149	0.736	c3
1.034	0.645	2.15	0.74	c3
1.032	0.646	2.153	0.744	c3
1.031	0.648	2.271	1.909	c3
1.023	0.651	2.275	1.642	c3
1.018	0.656	2.273	0.987	c3
1.012	0.661	2.281	0.75	c3
1.002	0.667	2.25	1.013	c3
0.998	0.674	2.998	1.015	c3
0.989	0.685	2.294	1.991	c3
0.981	0.693	2.983	2.006	c3
0.664	0.702	2.972	2.024	c2
0.641	0.71	2.964	1.092	c2
0.619	0.718	2.956	1.559	c2
0.602	0.724	2.948	2.082	c2
0.586	0.732	2.94	2.104	c2
0.569	0.736	2.933	2.119	c2
0.558	0.737	2.926	1.578	c2
0.548	0.74	2.924	1.553	c2
0.544	0.738	2.925	1.556	c2
0.545	0.736	2.928	1.09	c2
0.549	0.735	2.929	5	c2
0.55	0.735	2.93	1.084	c2
0.55	0.735	2.929	1.084	c2
0.549	0.732	2.93	1.091	c2
0.553	0.734	2.931	5	c2
1.011	0.733	2.932	1.419	c3
1.012	0.732	2.932	5	c3
1.015	0.732	2.933	5	c3
1.014	0.731	2.933	1.704	c3
1.023	0.732	2.933	1.704	c3
1.015	0.732	2.931	1.704	c3
1.009	0.733	2.93	1.705	c3
1.005	0.734	2.927	1.706	c3
1.002	0.736	2.923	1.707	c3
0.99	0.736	2.918	5	c3
0.976	0.736	2.911	5	c3
0.964	0.738	2.903	1.414	c3
0.951	0.739	2.895	1.423	c3
0.943	0.742	2.886	1.429	c3
0.948	0.741	2.876	0.858	c3
0.936	0.738	2.866	0.854	c3
0.886	0.735	2.856	0.858	c2
0.867	0.735	2.846	0.894	c2
0.847	0.734	2.835	5	c2
0.831	0.739	2.825	0.904	c2
0.813	0.741	2.816	5	c2
0.799	0.746	2.806	1.141	c2
0.787	0.753	2.798	0.903	c2
0.777	0.856	2.792	0.92	c2
0.774	0.854	2.792	0.894	c2
0.775	0.85	2.794	0.887	c2
0.776	0.85	2.792	0.886	c2
0.776	0.849	2.796	0.885	c2
0.776	0.849	2.793	0.885	c2
0.776	0.755	2.794	0.884	c2
0.776	0.75	2.794	0.886	c2
0.775	0.749	2.795	0.885	c2
0.775	0.746	2.144	5	c2
0.775	0.745	2.144	5	c2
0.775	0.744	2.145	4.313	c2
0.774	0.74	2.143	4.296	c2
0.774	0.738	2.144	4.3	c2
0.774	0.736	2.148	0.899	c2
0.773	0.731	2.806	0.871	c2
0.776	0.732	2.154	0.861	c2
0.776	0.73	2.816	0.859	c2
0.786	0.732	2.647	0.852	c2
0.786	0.372	2.64	0.85	c2
0.775	0.363	2.163	0.847	c2
0.775	0.36	2.161	0.845	c2
0.775	0.355	2.163	0.847	c2
0.778	0.356	2.655	0.842	c2
0.781	0.354	2.839	0.837	c2
0.784	0.735	2.646	0.835	c2
0.804	0.732	2.643	0.83	c2
1.826	0.778	2.644	0.828	c3
1.82	0.349	2.645	0.826	c1
1.817	0.342	2.643	0.825	c1
1.819	0.34	2.181	0.825	c1
1.819	0.34	2.177	0.825	c1
1.818	0.341	2.18	0.826	c1
1.818	0.341	2.183	0.826	c1
1.818	0.341	2.18	0.826	c1
1.818	0.341	2.18	0.827	c1
1.818	0.341	2.18	0.827	c1
1.817	0.341	2.18	0.827	c1
1.817	0.341	2.18	0.827	c1
1.818	0.341	2.18	0.827	c1
1.817	0.34	2.18	0.827	c1
1.816	0.34	2.18	0.828	c1
1.813	0.34	2.179	0.83	c1
1.809	0.341	2.178	0.835	c1
0.95	0.341	2.177	0.839	c1
0.941	0.345	2.174	0.846	c1
0.928	0.356	2.662	0.854	c1
0.921	0.74	2.662	0.865	c3
0.914	0.74	2.669	0.871	c3
0.906	0.734	2.174	0.88	c3
0.905	0.727	2.168	0.869	c3
2.751	0.723	2.163	0.872	c3
2.739	0.355	2.156	0.88	c1
2.726	0.355	2.151	0.888	c1
2.711	0.361	2.149	0.898	c1
2.696	0.367	2.143	0.909	c1
2.68	0.394	2.708	0.92	c1
